id,title,description,link,image_link,availability,condition
sukkuladibollakokur-med-bismark-kremi,Chocolate muffins with peppermint cream – Súkkulaðibollakökur með bismark-kremi,"Bismarck has also left its mark on Icelandic cuisine, although not in the form of marinated herring (Bismarck herring), but in the form of white-red peppermint candies (Bismark). These peppermint candies are often used in Icelandic cuisine, whether as a crunch on a milkshake or on a cake. Here I used cream chocolate with a piece of Bismark peppermint candies as a special touch in the buttercream for these chocolate muffins. However, we also snacked on a few pieces of chocolate, it was just too delicious and tasted really interesting in the best sense of the word!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #icelandiccuisine",https://yummy-iceland.blogspot.com/2023/02/sukkulaibollakokur-me-bismark-kremi.html,https://islandmarkus.github.io/yummy-pins/pins/sukkuladibollakokur-med-bismark-kremi.jpg,in stock,new
blomkals-og-kartoflugratin,Cauliflower and potato gratin – Blómkáls- og kartöflugratín,"This dish is actually a typical late summer dish in Iceland, when the cauliflower is harvested in Iceland. The gratin is usually served as a meat-free dish with a nice fresh salad, but it also goes well as a side dish with meat or fish dishes. We had very mundane schnitzel with it - i.e. ""pönnusteik"" or ""snitsel"", as it is also called in Icelandic.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #sidedish",https://yummy-iceland.blogspot.com/2023/02/blomkals-og-kartoflugratin.html,https://islandmarkus.github.io/yummy-pins/pins/blomkals-og-kartoflugratin.jpg,in stock,new
karamelluhnetusnudar,Caramel Nut Rolls – Karamelluhnetusnúðar,"“How many cinnamon roll recipes have you actually baked?” asked Child 2 earlier. ""Sure, they're always delicious - but do you really need so many different recipes for cinnamon rolls?"" So I think yes! So today I have a recipe for caramel nut cinnamon rolls for you - wonderfully fluffy cinnamon rolls with a really delicious caramel nut coating. The perfect soul food for me!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #icelandiccuisine",https://yummy-iceland.blogspot.com/2023/01/karamelluhnetusnuar.html,https://islandmarkus.github.io/yummy-pins/pins/karamelluhnetusnudar.jpg,in stock,new
blaberjamuffur,Blue Berry muffins – Bláberjamúffur,"Many Icelanders prefer their freshly picked blueberries as they are, with added cream and sugar. But of course blueberries can also be found in many recipes in Icelandic cuisine, from blueberry jam and sauce to cakes and pastries, like these blueberry muffins. The blueberry muffins taste best fresh out of the oven - wonderfully fluffy and fruity!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #pastries",https://yummy-iceland.blogspot.com/2023/01/blaberjamuffur.html,https://islandmarkus.github.io/yummy-pins/pins/blaberjamuffur.jpg,in stock,new
appelsinukaka-med-kremi-a-tvenna-vegu,Orange cake with cream in two ways – Appelsínukaka með kremi á tvenna vegu,"We're sitting here in the Icelandic winter wonderland with mountains of snow, it's cold outside, always down to -2 °F (-19 °C), so you'd rather make yourself comfortable inside the house, with a wonderfully roaring fireplace, hot cocoa and a freshly baked cake - here I have a recipe for a wonderfully fluffy orange cake with two types of icing for you - with icing and chocolate icing on top. The recipe actually calls for grated orange peel, but I couldn't find organic oranges at the local supermarket, so I made do with orange flavoring. Shopping specifically here can sometimes be a bit difficult, so you just have to re-plan a bit.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #pastries",https://yummy-iceland.blogspot.com/2023/01/appelsinukaka-me-kremi-tvenna-vegu_6.html,https://islandmarkus.github.io/yummy-pins/pins/appelsinukaka-med-kremi-a-tvenna-vegu.jpg,in stock,new
jolais-med-hnetum,Christmas ice cream with nuts – Jólaís með hnetum,"As already mentioned many times - most Icelanders love ice cream. In wind and weather. Nicely sweet ice cream or soft ice cream with plenty of toppings is also welcome. The recipe here is for cream ice cream - with a little skyr and this typical Icelandic ""púðursykur"", which is not - as the name might sugest - powdered sugar, but simply brown sugar with a relatively high molasses content. We had this Christmas ice cream for New Year's Eve - the photo is from New Year's Day, when I photographed the ice cream outside in the deep snow in bright sunshine.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #christmas #dessert",https://yummy-iceland.blogspot.com/2023/01/jolais-me-hnetum.html,https://islandmarkus.github.io/yummy-pins/pins/jolais-med-hnetum.jpg,in stock,new
marensbombuskal,Meringue shell – Marensbombuskál,"Many Icelanders love sweet, and really sweet! In Iceland you can often find such meringue bombs in cafés, on cake buffets or at home coffee tables. I'm not talking about the calories in this cake either. However, the cake is a bit difficult to cut - that's why there is no photo of the cut. We had this “bomb” as a dessert on Christmas Day. By the way, for the pastry I used frozen berries that I let thaw in the fridge overnight. Fresh berries are actually ideal for the recipe.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #christmas #dessert",https://yummy-iceland.blogspot.com/2022/12/marensbombuskal.html,https://islandmarkus.github.io/yummy-pins/pins/marensbombuskal.jpg,in stock,new
bessastadakokur,Bessastaðir cookies – Bessastaðakökur,"These cookies have been baked in the family of Vigdís Finnbogadóttir (born 1930) for as long as Vigdís can remember. When she moved to the Icelandic presidential residence of Bessastaðir on the Álftanes peninsula as president (the first democratically elected female head of state in the world!), she brought the cookie recipe with her and during her term in office (1980 - 1996) these cookies were regularly served with coffee to all visitors offered, always served in a silver bowl. The cookies have a very special relationship with the Bessastaðir farm: The recipe for the cookies is said to go back to Jakobína Jónsdóttir . Jakobína was the wife of Grímur Þorgrímsson Thomsen and lived with her husband in the manor on Álftanes. Grímur Thomsen was born on Bessastaðir in 1820. At that time, the Reykjavík secondary school was located in the buildings (until 1846) and Grímur's father was a school superintendent here. Grímur studied in Copenhagen and worked for several years in the Danish Foreign Service before he moved back to Iceland and in 1867 he acquired the now empty Bessastaðir farm from the Danish king in exchange for his land in Borgarfjörður.   Three years later, at the age of 50, Grímur married 35-year-old Jakobína and the couple lived together on Bessastaðir. Grímur died in 1896 in the same room in which he was born in 1820. Grímur Thomsen is considered one of the most important poets of Icelandic Romanticism; one of his most famous poems is the equestrian song ""Á Sprengisandi"", which has achieved the status of a folk song in the setting of Sigvaldi Kaldalóns in Iceland. Unfortunately, it is not known whether the cookies were still served on Bessastaðir under Vigdís' successors Ólafur Ragnar Grímsson and Guðni Th. Jóhannesson. In any case, when we were at Guðni's on the open day in August 2022, there were no cookies around.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #cookies #dessert",https://yummy-iceland.blogspot.com/2022/12/bessastaakokur.html,https://islandmarkus.github.io/yummy-pins/pins/bessastadakokur.jpg,in stock,new
rugbraud-icelandic-rye-bread,Rúgbrauð - Icelandic Rye Bread,"A particular specialty of Icelandic cuisine is the Icelandic rye bread, i.e. rúgbrauð. It is a bit similar to pumpernickel, but it is soft and fluffy and tastes sweet. Baking bread with the heat of the earthTraditionally, this bread is baked in Iceland’s geothermally heated ground, then usually in a tin can, which is buried in the ground for 10 - 24 hours (depending on the temperature on site). This bread is known, for example, from Heimaey after the volcanic eruption in 1973, from the region on Mývatn or from the geothermal bakery at the swimming pool ""Fontana"" in Laugarvatn.An oven of the village communityIn some places, however, there are also communal ""ovens"" where the inhabitants can bake their rye bread in special devices with the hot steam of geothermal energy. A friend of ours lives here, and she showed me her ""oven"". In this steaming ""tin barrel"", there is a grid, on which you place a milk carton filled with your dough. Then you push the lid down again and screw it down. Then the bread bakes in hot steam. On the next day the rúgbrauð is ready. But in fact, you need at least two people when you put your dough in here, because the barrel is really hot, and I would have had big problems to screw down the lid on my own. Slow baking - baking time 12 to 24 hoursIf you don't have geothermal energy available, you can also bake your rúgbrauð in the oven. Here I have  a recipe for you, which  is prepared with ab-mjólk (a special probiotic thick milk) or alternatively with yogurt. The bread is baked classically in empty, washed-out milk cartons (32 fl. oz. resp. 1 l) - here for about 11 hours at 200 °F (90 °C).
#icelandicrecipes #nordickitchen #iceland #yummyiceland #bread #icelandiccuisine",https://yummy-iceland.blogspot.com/2022/11/rugbrau-icelandic-rye-bread_2.html,https://islandmarkus.github.io/yummy-pins/pins/rugbraud-icelandic-rye-bread.jpg,in stock,new
lummur-ab-mjolk,Pancakes with AB mjólk – Lummur (ab-mjólk),"AB-mjólk is a special Icelandic dairy product, a sour, thick, probiotic milk made with the help of the special bacteria Lactobacillus acidophilus (a) and Bifidobacterium bididum (b). Many Icelanders swear that ab-mjólk improves their digestion and strengthens their immune system. You can get a large selection of ab-mjólk in practically every supermarket here - and of course it is also used in Icelandic cuisine, for example in these thick little pancakes. In other countries you often can't get ab-mjólk, but you can replace it in the recipe with pure yoghurt. So a perfect Sunday breakfast for two, right?!?
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #pastries",https://yummy-iceland.blogspot.com/2022/10/lummur-ab-mjolk.html,https://islandmarkus.github.io/yummy-pins/pins/lummur-ab-mjolk.jpg,in stock,new
bakkelsi,Icelandic pastries – Bakkelsi,"Since our first trip to Iceland in 2004, I've been passionate about Icelandic cuisine - but sometimes I think, in a little corner of my heart, what I love most is classic Icelandic pastries, like carrot cake, Vínarbrauð - and of course the traditional small pastries like Kleinur, Ástarpungar (""love balls"") and cinnamon rolls. I already have a number of cinnamon roll recipes on the blog, including my absolute favorite cinnamon roll recipe . I also baked the Ástarpungar using a tried and tested recipe that I have had on the blog since 2015.   For the Kleinur I always like to vary things up, this time it was this recipe with vanilla skyr and finely ground wheat flour:
#icelandicrecipes #nordickitchen #iceland #yummyiceland #pastries #skyr",https://yummy-iceland.blogspot.com/2022/10/bakkelsi.html,https://islandmarkus.github.io/yummy-pins/pins/bakkelsi.jpg,in stock,new
kartofluvinarbraud,Potato Viennese bread – Kartöfluvínarbrauð,"I like to use up the potato leftovers from the day before when baking, like here for this traditional Viennese bread with potato dough - especially now in autumn, it has something wonderfully ""earthy"".
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #pastries",https://yummy-iceland.blogspot.com/2022/10/kartofluvinarbrau.html,https://islandmarkus.github.io/yummy-pins/pins/kartofluvinarbraud.jpg,in stock,new
blaberjagrautur,Blueberry porridge – Bláberjagrautur,"You can still collect the last blueberries, so I have a nice recipe for a fruity blueberry porridge for you...
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #icelandiccuisine",https://yummy-iceland.blogspot.com/2022/09/blaberjagrautur_28.html,https://islandmarkus.github.io/yummy-pins/pins/blaberjagrautur.jpg,in stock,new
croissant-braudrettur,Croissant bread dish – Croissant brauðréttur,"Bread dishes (""brauðréttir"") are quite popular in everyday Icelandic cuisine. Here I have a recipe that doesn't use toast but croissants - for a delicious bread dish for a leisurely breakfast. The dish can be prepared very well the evening before and then covered and left in the fridge overnight. The next morning you take it out of the fridge so that it comes back to room temperature, preheat the oven in the meantime and then put the food in the oven.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #meat",https://yummy-iceland.blogspot.com/2022/09/croissant-braurettur_59.html,https://islandmarkus.github.io/yummy-pins/pins/croissant-braudrettur.jpg,in stock,new
bananakaka-med-rjomaostakremi,Banana cake with cream cheese cream – Bananakaka með rjómaostakremi,"I've tried different types of banana bread so far, but this was my first banana cake - and I'm quite happy with the result! Normally I can't get my youngest to get excited about banana bread, but even he liked this delicious cake and wanted a second piece!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #pastries",https://yummy-iceland.blogspot.com/2022/08/bananakaka-me-rjomaostakremi.html,https://islandmarkus.github.io/yummy-pins/pins/bananakaka-med-rjomaostakremi.jpg,in stock,new
eplaterta-med-soxudum-mondlum,Apple pie with chopped almonds – Eplaterta með söxuðum möndlum,"Here once again, I present a recipe for an apple pie. Admittedly, my youngest son was not really enthusiastic about this cake because it was more apple than cake, he said. He is not completely wrong, the cake is definitely very appley - but I don't think that this is a disadvantage at all!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #pastries",https://yummy-iceland.blogspot.com/2022/08/eplaterta-me-soxuum-mondlum_67.html,https://islandmarkus.github.io/yummy-pins/pins/eplaterta-med-soxudum-mondlum.jpg,in stock,new
lambathrihyrningar-med-feta,Lamb triangles with feta – Lambaþríhyrningar með feta,"Icelandic finger food - This time I baked puff pastries filled with minced lamb mince for our planned hiking tour.By the way, finger food means ""pinnamatur"" in Icelandic, the word is also used for ""appetizer"". When shopping, however, I only had problems when I was searching for minced meat in our local supermarket - there was no fresh minced meat in the cold room, only hamburgers, so I looked in the freezers - and at first I found nothing, because I was looking for the wrong shape or packaging. But then we were successful: minced meat is sold frozen here in Iceland in ""sausage form"", there were optional pork, beef, horsemeat and mutton. So we bought a roll of ""kindahack"" (= chopped mutton) which I then thawed at home before baking. (My ""minced sausage"" had 635 g, for the lamb triangles that was a bit too much - well, doesn't matter, so our son got noodles wth minced meat for lunch!)
#icelandicrecipes #nordickitchen #iceland #yummyiceland #meat #pastries",https://yummy-iceland.blogspot.com/2022/08/lambarihyrningar-me-feta_22.html,https://islandmarkus.github.io/yummy-pins/pins/lambathrihyrningar-med-feta.jpg,in stock,new
fiskur-med-ab-mjolk-og-pesto,Fish casserole with AB mjólk and pesto – Fiskur með AB mjólk og pestó,"Here's another dish for quick, uncomplicated everyday Icelandic cooking - not spectacular, not elaborate, not even particularly beautiful - but definitely delicious! For this dish, in addition to the AB mjólk, you use commercial pesto that you can get in the store, green or red pesto depending on your taste, you can also mix both, just as you like. For other countries, where AB mjólk is not available, I recomment to use pure yogurt instead of AB mjólk, which comes closest to the result.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #fish #icelandiccuisine",https://yummy-iceland.blogspot.com/2022/08/fiskur-me-ab-mjolk-og-pesto_7.html,https://islandmarkus.github.io/yummy-pins/pins/fiskur-med-ab-mjolk-og-pesto.jpg,in stock,new
bananabraud-med-sukkuladi,Banana bread – Bananabrauð með súkkulaði,"In my opinion, you can never have enough banana bread recipes... and this bread is really fluffy and delicious! Banana bread has been very popular in Iceland since both banana plants and banana bread recipes came to the country with the US soldiers stationed here on the island during World War II. The plants thrive very well in the greenhouses in Hveragerði and the surrounding area, which are heated with geothermal energy. Banana bread is also ideal for using up leftover bananas that have already turned a little brown.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #bread #dessert",https://yummy-iceland.blogspot.com/2022/07/bananabrau-me-sukkulai.html,https://islandmarkus.github.io/yummy-pins/pins/bananabraud-med-sukkuladi.jpg,in stock,new
uppahaldskanilsnudar-minir,My favorite cinnamon rolls – Uppáhaldskanilsnúðar mínir,"Do you also know that some recipes change somehow over time? I've tried many different Icelandic cinnamon roll recipes in my life, but somehow I stuck with a basic recipe that I've been baking for (what feels like) 15 years at every school or kindergarten party where I have to bring something - and for family birthdays anyway. Cinnamon rolls always work! But this basic recipe has also undergone some changes over the last 10 years, some of which I have picked up and adopted from other cinnamon roll recipes. I'm also baking vegan more and more often, especially for parties, simply because most people can eat it - and here I think the vegan version tastes perfect! The recipe was originally made with wheat flour and milk. I quickly replaced the wheat flour with spelled flour. Instead of cow's milk, I now use soy-based vanilla milk (after first using oat milk, then almond milk and finally almond-vanilla milk). And compared to the original basic recipe, there is more melted margarine here, which makes the dough much smoother, easier to work with and also becomes wonderfully crispy when baked.   I baked these cinnamon rolls for child 4's school class this week - and they were really well received by everyone. We saved some for the rest of the family - and Child 2 and his girlfriend in particular really raved about this cinnamon roll version.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #pastries",https://yummy-iceland.blogspot.com/2022/07/uppahaldskanilsnuar-minir.html,https://islandmarkus.github.io/yummy-pins/pins/uppahaldskanilsnudar-minir.jpg,in stock,new
berjais,Berry ice cream – Berjaís,"You use frozen berries for this ice cream, but you can vary it depending on your taste or use a berry mixture.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #skyr",https://yummy-iceland.blogspot.com/2022/07/berjais_10.html,https://islandmarkus.github.io/yummy-pins/pins/berjais.jpg,in stock,new
lax-i-kokossupu-med-raudu-karri,Salmon in coconut soup with red curry – Lax í kókóssúpu með rauðu karrí,"Many Icelandic chefs love to combine classic Icelandic
#icelandicrecipes #nordickitchen #iceland #yummyiceland #fish #soup",https://yummy-iceland.blogspot.com/2022/07/lax-i-kokossupu-me-rauu-karri_94.html,https://islandmarkus.github.io/yummy-pins/pins/lax-i-kokossupu-med-raudu-karri.jpg,in stock,new
skuffukaka-med-surmjolk,Sheet cake with sour milk – Skúffukaka með súrmjólk,"And what do you do when you wake up early on a Sunday morning and when you look in the fridge you realize that there is still sour milk that needs to go? That's right, you start baking a typical Icelandic skúffukaka for your coffee hour before breakfast!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #icelandiccuisine",https://yummy-iceland.blogspot.com/2022/06/skuffukaka-me-surmjolk.html,https://islandmarkus.github.io/yummy-pins/pins/skuffukaka-med-surmjolk.jpg,in stock,new
kaffi-bitar,Coffee bites – Kaffi bitar,"Here I have another nice recipe for a coffee cake for your next coffee hour: The dough mainly contains chocolate, eggs, chopped nuts and a little flour and of course coffee or, in this case, cappuccino powder. Yummy!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #cookies #dessert",https://yummy-iceland.blogspot.com/2022/06/kaffi-bitar.html,https://islandmarkus.github.io/yummy-pins/pins/kaffi-bitar.jpg,in stock,new
blaberja-braudrettur,Blueberry bread dish – Bláberja brauðréttur,"After the bread dishes of the last few days were both hearty (once with leek, bacon and salami and once with ham and pepper ), today I have a sweet version for you: With baguette, cream cheese and blueberry jam. And cinnamon. Yummy! By the way, it's a good idea to serve this dish not only as a dessert , but also for a leisurely breakfast : Simply prepare it the evening before and leave it covered in the fridge overnight - and only bake it in the oven for half an hour in the morning. The perfect Sunday breakfast is ready! By the way, we had a “plate meal”. Instead of one large pan, I used several small ones and reduced the baking time to 20 minutes (15 minutes with a cover and another 5 minutes without).
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert",https://yummy-iceland.blogspot.com/2022/06/blaberja-braurettur_85.html,https://islandmarkus.github.io/yummy-pins/pins/blaberja-braudrettur.jpg,in stock,new
kleinur-arid-1800,Kleinur anno 1800 – Kleinur árið 1800,"Now things are getting very culinary and historical here: Kleinur is made from a recipe that is almost 222 years old. The recipe comes from the oldest Icelandic cookbook - published in 1800. Marta María Stephensen is the author on the cookbook. Marta María Stephensen (1770 - 1805) Marta María Diðriksdóttir Hölter Stephensen was the daughter of a Danish merchant who traded in Iceland. In June 1790, Marta Maria married the Icelandic lawyer Stéfan Stephensen (1767 - 1820) in Copenhagen - although without his parents' knowledge. After the wedding, the couple went to Iceland and lived on Borgarfjörður, first near Akranes and Borganes, later in Hvítarvellir at the mouth of the Hvítá River. Marta María died here in June 1805 at the age of 34, after 15 years of marriage, giving birth to her 10th child. All but one of her children, 5 sons and 4 daughters, survived. Her brother-in-law, Magnús Stephensen (1760 - 1833), was also a lawyer and was appointed presiding judge of the newly created Supreme Court of Iceland in 1801. He also published several magazines, was very committed to education, published a number of books on law, history and theology and even owned his own printing company. The “ Simple Cookbook for Housewives of Upscale Gentlemen ” was also published in this printing company in 1800. The book was the first printed Icelandic cookbook - and the first book by an Icelandic woman, or so it is said. However, it is now certain that the majority of the cookbook was actually written by Magnús himself in the winter of 1783/84, possibly supplemented later by Marta María. Magnús then published the cookbook under his sister-in-law's name. Unfortunately, I don't know why Magnús named his sister-in-law Marta María Stephensen as the author - whether he had concerns that it could damage his very successful career as a lawyer if it became known that he had written a cookbook...? Or did he think that a cookbook for the upscale housewife would not be bought by potential buyers if it had been written by a man? Magnús himself only wrote in his biography that he published the book in the name of Marta María because it ""suited her better"". The book can now be found online as a PDF document on the Internet.  § 97 - Kleinur  However, the recipe for Kleinur reads astonishingly imprecise by today's standards: For the Kleinur you need wheat flour, depending on how much you want, a little grated lemon peel if you have it, 3 or 4 tablespoons of sour cream, a small fistful of sugar and a few eggs. All
#icelandicrecipes #nordickitchen #iceland #yummyiceland #cookies #icelandiccuisine",https://yummy-iceland.blogspot.com/2022/05/kleinur-ari-1800.html,https://islandmarkus.github.io/yummy-pins/pins/kleinur-arid-1800.jpg,in stock,new
klassiskt-skinkubraud,Classic ham bread – Klassískt skinkubrauð,"Brauðréttir, or “bread dishes” in English, are popular party dishes in Iceland, whether for a large family celebration or a children’s birthday party. I recently tried a version with leek, bacon and salami , which was really well received by my youngest. This time I tried a simple version with ham and peppers.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #meat",https://yummy-iceland.blogspot.com/2022/05/klassiskt-skinkubrau_98.html,https://islandmarkus.github.io/yummy-pins/pins/klassiskt-skinkubraud.jpg,in stock,new
braudrettur,Bread dish – Brauðréttur,"Bread dishes (brauðréttir) are very popular party dishes in Iceland, from children's birthday parties to family parties on June 17th, the national holiday. These dishes seem to come in countless different variations. We once had a version with leek, bacon and salami - my youngest is a big salami fan. Depending on how many people you expect to eat, you can adjust the quantity of the recipe wonderfully. For many guests, you can also prepare large portions in a deep baking tray. By the way, you can also prepare the dish the day before: Then you prepare everything, stack it in the tin and instead of putting it in the oven, you cover it airtight and put it in the fridge. The next day, when the guests are there, you preheat the oven and simply put the prepared dish in the oven.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #meat",https://yummy-iceland.blogspot.com/2022/05/braurettur_39.html,https://islandmarkus.github.io/yummy-pins/pins/braudrettur.jpg,in stock,new
lundi-sorur,Sweet pastries with a puffin look – Lundi-Sörur,"This time I have a slightly more unusual recipe for you, at least visually. Well, how do you like these little fellows here? These are Sörur in the “Lundi look”. We were recently driving in Hvalfjörður and we met a cute little guy in a parking lot, a painted ""stone bird"".   I thought the little guy was so cute that I really wanted to ""recreate"" him in culinary terms, and finally I thought, flat bottom and then a (half) ball on top... that screams Sörur , the typical Icelandic cream cookies with almonds, a topping of buttercream and then covered with chocolate. Finally, I experimented a bit - and based on a classic Sörur recipe, I ended up with these sweet little guys. Oh, I'm completely in love myself! And the guys taste delicious too! By the way, I used silicone molds for the hemispheres with a diameter of approx. 5 cm.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #pastries",https://yummy-iceland.blogspot.com/2022/05/lundi-sorur.html,https://islandmarkus.github.io/yummy-pins/pins/lundi-sorur.jpg,in stock,new
appelsinukaka,Orange cake – Appelsínukaka,"I baked this orange cake for us on Easter Sunday for a cozy Easter coffee hour. Such a nice, quick recipe for a fruity sponge cake that also brings a bit of color into the still light brown Icelandic spring, which I was able to quickly prepare in the morning... My youngest in particular, who isn't really much of a cake fan, was really excited and even wanted seconds!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #easter #pastries",https://yummy-iceland.blogspot.com/2022/04/appelsinukaka.html,https://islandmarkus.github.io/yummy-pins/pins/appelsinukaka.jpg,in stock,new
sukkuladimus,Chocolate cream – Súkkulaðimús,"Here I have a wonderfully simple recipe for a chocolate cream with very few
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert",https://yummy-iceland.blogspot.com/2022/04/sukkulaimus.html,https://islandmarkus.github.io/yummy-pins/pins/sukkuladimus.jpg,in stock,new
vegan-kryddbraud,Vegan spice bread – Vegan kryddbrauð,"When it's wet and cold and disgusting outside - what could be better than making yourself comfortable at home with a nice piece of freshly baked spiced bread, still warm and spread with butter or margarine..?!? Many Icelandic families bake their spiced bread according to a special family recipe. This recipe is a vegan version - and the Kryddbrauð really tastes as good as it smells!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #bread #dessert",https://yummy-iceland.blogspot.com/2022/04/vegan-kryddbrau.html,https://islandmarkus.github.io/yummy-pins/pins/vegan-kryddbraud.jpg,in stock,new
vegan-kleinur,Vegan Kleinur – Vegan kleinur,"When I present a vegan version of a typical Icelandic dish, a pastry is of course an absolute must - Kleinur . A Kleina is a small particle fried in fat that probably originally comes from Denmark, but has been very common and popular in Iceland for a long time. In English, the Kleinur here are often referred to as "" Icelandic twisted donuts "". (It's said that back in the day people even occasionally fried their Kleinur in fish oil, but that didn't catch on in Iceland either - for good reasons if you ask me!) Traditionally Kleinur are prepared with milk, Skyr or sour milk, often with an egg - this vegan version replaces the egg with ground linseed and apple cider vinegar, instead of milk / Skyr / sour milk I used almond milk. I admit, this vegan version tastes a little bit different than “traditional” Kleinur, but it comes close to the feeling of the classic Kleinur - and the vegan Kleinur are really extremely tasty!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #cookies #dessert",https://yummy-iceland.blogspot.com/2022/04/vegan-kleinur.html,https://islandmarkus.github.io/yummy-pins/pins/vegan-kleinur.jpg,in stock,new
flatbraud,Icelandic flatbread – Flatbrauð,"And - haven't I reached deep into the Viking cliché box here...?!? I also didn't miss little Þór with his hammer Mjölnir. But basically it's true - the people of Iceland have probably been eating a flatbread made only from flour, water and sea salt since the time of the conquest. So it's also a recipe from the ""always vegan"" category. I just added a bit of baking powder to the flour. The bread is traditionally still baked directly on the hot stove, of course completely without fat. But before I slapped the dough directly onto my ceramic hob, I preferred to use my good cast iron pan.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #bread #vegan",https://yummy-iceland.blogspot.com/2022/04/flatbrau.html,https://islandmarkus.github.io/yummy-pins/pins/flatbraud.jpg,in stock,new
hjonabandssaela,"""Happy Marriage"" Cake – Hjónabandssæla","This cake has the beautiful name ""hjónabandssæla"", meaning ""happy marriage"". It is baked with oatmeal and rhubarb jam and is actually one of the most popular everyday cakes in Iceland - probably also because it is so wonderfully easy to bake!There are many different recipes for a ""happy marriage"". Some are with butter and eggs - but there are also vegan variants with margarine and without eggs. This one is actually a traditional, unchanged recipe which has always been vegan. Traditionally, ""Happy Marriage"" cake is served with whipped cream. For this vegan variant we, of course, used plant-based whipped cream instead.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #pastries",https://yummy-iceland.blogspot.com/2022/04/hjonabandssla_81.html,https://islandmarkus.github.io/yummy-pins/pins/hjonabandssaela.jpg,in stock,new
kjotlaus-kjotsupa,Meatless meat soup – Kjötlaus kjötsúpa,"Kjötsúpa, meat soup traditionally made with lamb, is one of the most famous dishes in Icelandic cuisine. Here I found a vegan version of this soup, instead of lamb with lentils. But the taste - it really fits!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #soup",https://yummy-iceland.blogspot.com/2022/03/kjotlaus-kjotsupa.html,https://islandmarkus.github.io/yummy-pins/pins/kjotlaus-kjotsupa.jpg,in stock,new
plokkviskur-vegan,Vegan fish mash – Plokkviskur (vegan),"Plokkfiskur, or mashed fish with potatoes and white sauce, is a classic Icelandic dish. I was even more pleased to find a vegan version of it - with banana blossoms instead of fish. However, instead of the normal salt, I preferred to use the seaweed salt from Saltverk to capture a bit of the ""sea"" taste.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #vegan",https://yummy-iceland.blogspot.com/2022/03/plokkviskur-vegan.html,https://islandmarkus.github.io/yummy-pins/pins/plokkviskur-vegan.jpg,in stock,new
gulrotarkaka-vegan,Vegan carrot cake – Gulrótarkaka (vegan),"In fact, carrot cake with cream cheese cream is one of my personal favorite cakes in Iceland. It doesn't matter whether in Reykjavík at Kaffi Loki on Hallgrímskirkja or in the cafeteria in the national park - so far the gulrótarkaka has been really tasty everywhere! That's why it was a personal need for me to have a ""veganized version"" of this cake on the blog - as delicious as this cake is!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #pastries",https://yummy-iceland.blogspot.com/2022/03/gulrotarkaka-vegan.html,https://islandmarkus.github.io/yummy-pins/pins/gulrotarkaka-vegan.jpg,in stock,new
